fighter1_wins,fighter2_wins,fighter1_losses,fighter2_losses,fighter1_height,fighter2_height,fighter1_weight,fighter2_weight,fighter1_reach,fighter2_reach,fighter1_age,fighter2_age,fighter1_SLpM,fighter2_SLpM,fighter1_sig_str_acc,fighter2_sig_str_acc,fighter1_SApM,fighter2_SApM,fighter1_str_def,fighter2_str_def,fighter1_td_avg,fighter2_td_avg,fighter1_td_acc,fighter2_td_acc,fighter1_td_def,fighter2_td_def,fighter1_sub_avg,fighter2_sub_avg,height_diff,weight_diff,reach_diff,win_rate_diff,td_avg_diff,SLpM_diff,sub_avg_diff,fighter1_won,fighter1_name,fighter2_name,fighter1_stance,fighter2_stance
5.0,23.0,1.0,8.0,157.48,165.1,52.16,56.7,,170.18,35.0,38.0,1.93,1.42,0.2,0.39,4.67,2.34,0.57,0.64,0.0,1.82,0.0,0.35,0.16,0.87,0.0,0.6,-7.6200000000000045,-4.540000000000006,,0.09139784946236562,-1.82,0.51,-0.6,1,Tina Lahdemaki,Jussier Formiga,Orthodox,Orthodox
33.0,8.0,13.0,3.0,210.82,160.02,120.2,52.16,213.36,147.32,36.0,24.0,3.12,3.0,0.47,0.4,4.04,3.19,0.46,0.48,0.56,2.22,0.46,0.58,0.55,0.71,1.7,0.4,50.79999999999998,68.04,66.04000000000002,-0.00988142292490124,-1.6600000000000001,0.1200000000000001,1.2999999999999998,1,Stefan Struve,Cory McKenna,Orthodox,Orthodox
12.0,15.0,2.0,6.0,180.34,185.42,92.99,77.11,180.34,195.58,42.0,44.0,3.33,2.36,0.43,0.37,5.39,2.29,0.43,0.54,2.77,1.06,0.41,0.5,0.0,0.61,0.0,0.6,-5.079999999999984,15.879999999999995,-15.240000000000009,0.1428571428571428,1.71,0.9700000000000002,-0.6,1,Stanislav Nedkov,Mike Swick,Orthodox,Orthodox
8.0,15.0,1.0,7.0,162.56,187.96,56.7,70.31,165.1,187.96,31.0,30.0,4.37,5.31,0.36,0.47,9.84,6.41,0.5,0.4,1.28,0.0,0.33,0.0,0.75,0.0,0.0,0.0,-25.400000000000006,-13.61,-22.860000000000014,0.20707070707070707,1.28,-0.9399999999999995,0.0,0,Jose Torres,Cameron VanCamp,Orthodox,Switch
23.0,11.0,10.0,5.0,162.56,160.02,56.7,52.16,165.1,165.1,39.0,39.0,1.83,4.26,0.29,0.32,3.04,4.04,0.55,0.61,5.15,0.0,0.42,0.0,0.47,0.3,0.6,0.0,2.539999999999992,4.540000000000006,0.0,0.009469696969697017,5.15,-2.4299999999999997,0.6,0,Wilson Reis,Silvana Gomez Juarez,Southpaw,Orthodox
3.0,9.0,1.0,4.0,182.88,152.4,83.91,52.16,,152.4,37.0,34.0,2.08,2.75,0.7,0.29,5.94,3.31,0.16,0.71,4.46,0.2,0.25,0.2,0.0,0.7,0.0,0.2,30.47999999999999,31.75,,0.05769230769230771,4.26,-0.6699999999999999,-0.2,0,Jimmy Quinlan,Danielle Taylor,Orthodox,Orthodox
7.0,11.0,4.0,9.0,165.1,177.8,65.77,87.54,175.26,,36.0,,3.08,0.0,0.46,0.0,3.93,0.0,0.56,0.0,0.56,0.0,0.18,0.0,0.6,0.0,0.3,0.0,-12.700000000000017,-21.77000000000001,,0.08636363636363631,0.56,3.08,0.3,1,Daniel Teymur,Todd Medina,Orthodox,Southpaw
5.0,15.0,2.0,4.0,175.26,175.26,77.11,70.31,180.34,,27.0,46.0,9.28,1.55,0.43,0.39,12.83,2.23,0.42,0.33,0.0,3.58,0.0,0.6,1.0,0.5,0.0,4.2,0.0,6.799999999999997,,-0.07518796992481203,-3.58,7.7299999999999995,-4.2,1,Pete Rodriguez,Genki Sudo,Switch,Orthodox
14.0,12.0,3.0,5.0,172.72,195.58,65.77,92.99,175.26,210.82,29.0,31.0,2.76,5.13,0.5,0.45,2.84,4.9,0.4,0.5,2.37,0.6,1.0,0.45,0.66,0.8,0.6,0.2,-22.860000000000014,-27.22,-35.56,0.11764705882352933,1.77,-2.37,0.39999999999999997,1,Jeka Saragih,Kennedy Nzechukwu,Orthodox,Southpaw
6.0,17.0,4.0,15.0,180.34,182.88,83.91,92.99,198.12,182.88,36.0,52.0,2.45,3.06,0.48,0.54,2.7,3.2,0.55,0.52,0.94,1.19,0.33,0.57,0.37,0.33,0.0,0.0,-2.539999999999992,-9.079999999999998,15.240000000000009,0.06874999999999998,-0.25,-0.6099999999999999,0.0,1,Oluwale Bamgbose,Houston Alexander,Switch,Orthodox
11.0,19.0,2.0,8.0,190.5,177.8,83.91,70.31,203.2,177.8,32.0,43.0,2.74,1.52,0.5,0.56,5.66,1.55,0.39,0.46,4.47,4.23,0.25,0.42,0.0,0.72,0.0,0.0,12.699999999999989,13.599999999999994,25.399999999999977,0.14245014245014243,0.23999999999999932,1.2200000000000002,0.0,0,Rob Wilkinson,Charlie Brenneman,Orthodox,Orthodox
12.0,18.0,4.0,10.0,182.88,172.72,65.77,61.23,185.42,185.42,35.0,36.0,5.2,2.37,0.51,0.45,4.16,2.66,0.45,0.64,0.74,0.93,0.33,0.47,0.5,0.41,2.2,0.7,10.159999999999997,4.539999999999999,0.0,0.1071428571428571,-0.19000000000000006,2.83,1.5000000000000002,0,Danny Henry,Felipe Arantes,Orthodox,Orthodox
11.0,15.0,3.0,7.0,165.1,182.88,61.23,77.11,170.18,193.04,33.0,34.0,1.97,5.46,0.37,0.42,1.99,5.6,0.5,0.48,2.4,0.7,0.38,0.2,0.43,0.64,0.2,0.7,-17.78,-15.880000000000003,-22.859999999999985,0.10389610389610393,1.7,-3.49,-0.49999999999999994,0,Michinori Tanaka,Niko Price,Orthodox,Orthodox
22.0,9.0,6.0,7.0,175.26,175.26,70.31,70.31,187.96,,35.0,45.0,5.32,0.0,0.49,0.0,4.66,4.0,0.54,0.38,0.67,0.0,0.55,0.0,0.66,0.0,0.1,16.4,0.0,0.0,,0.2232142857142857,0.67,5.32,-16.299999999999997,0,Conor McGregor,Gerald Strebendt,Southpaw,Orthodox
8.0,9.0,2.0,5.0,175.26,175.26,70.31,61.23,185.42,180.34,29.0,40.0,1.53,2.28,0.54,0.44,0.87,4.32,0.59,0.4,1.0,2.51,1.0,0.34,0.62,0.42,0.0,1.6,0.0,9.080000000000005,5.079999999999984,0.15714285714285714,-1.5099999999999998,-0.7499999999999998,-1.6,0,Kaue Fernandes,Roland Delorme,Orthodox,Orthodox
20.0,13.0,3.0,3.0,167.64,175.26,61.23,65.77,,180.34,54.0,37.0,0.51,2.9,0.4,0.4,4.07,4.38,0.43,0.56,1.91,2.26,0.12,0.41,0.5,0.8,0.0,0.3,-7.6200000000000045,-4.539999999999999,,0.057065217391304324,-0.34999999999999987,-2.3899999999999997,-0.3,1,Jason Reinhardt,Jim Alers,Orthodox,Orthodox
15.0,16.0,4.0,16.0,177.8,187.96,83.91,104.33,,,43.0,,1.1,0.0,0.2,0.0,6.1,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.159999999999997,-20.42,,0.2894736842105263,0.0,1.1,0.0,1,Josh Bryant,Jason Godsey,Orthodox,Orthodox
24.0,3.0,9.0,2.0,193.04,160.02,104.78,52.16,195.58,,46.0,39.0,3.59,3.68,0.52,0.49,2.64,4.64,0.55,0.56,1.75,0.0,0.31,0.0,0.31,0.33,1.2,0.0,33.01999999999998,52.620000000000005,,0.12727272727272732,1.75,-0.0900000000000003,1.2,0,Fabricio Werdum,Anna Elmose,Orthodox,Orthodox
35.0,19.0,19.0,7.0,182.88,185.42,83.91,92.99,187.96,190.5,44.0,44.0,2.71,2.77,0.49,0.52,2.32,3.07,0.55,0.59,1.87,2.22,0.51,0.24,0.7,0.83,0.8,0.0,-2.539999999999992,-9.079999999999998,-2.539999999999992,-0.08262108262108259,-0.3500000000000001,-0.06000000000000005,0.8,1,Nate Marquardt,Francimar Barroso,Orthodox,Orthodox
1.0,16.0,4.0,7.0,175.26,170.18,72.57,65.77,,,,45.0,0.0,3.13,0.0,0.3,0.0,5.77,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.62,0.0,1.0,5.079999999999984,6.799999999999997,,-0.49565217391304345,0.0,-3.13,-1.0,0,Josh Stuart,Eddie Yagin,Unknown,Orthodox
11.0,20.0,7.0,9.0,193.04,180.34,92.99,70.31,208.28,,35.0,,4.35,0.0,0.53,0.0,4.24,3.68,0.41,0.55,0.0,5.81,0.0,0.5,0.37,0.0,0.0,0.0,12.699999999999989,22.679999999999993,,-0.07854406130268199,-5.81,4.35,0.0,1,Mike Rodriguez,Brian Cobb,Southpaw,Orthodox
11.0,8.0,5.0,2.0,193.04,172.72,83.91,65.77,193.04,172.72,30.0,33.0,2.93,3.81,0.43,0.48,2.63,4.15,0.47,0.53,0.84,0.31,0.25,0.07,0.31,0.71,1.4,0.6,20.319999999999993,18.14,20.319999999999993,-0.11250000000000004,0.53,-0.8799999999999999,0.7999999999999999,0,Josh Fremd,Blake Bilder,Orthodox,Switch
9.0,7.0,4.0,1.0,190.5,187.96,83.91,92.99,190.5,,42.0,36.0,3.92,2.31,0.55,0.17,1.86,6.92,0.49,0.44,0.44,0.0,0.5,0.0,0.58,0.0,0.0,0.0,2.539999999999992,-9.079999999999998,,-0.1826923076923077,0.44,1.6099999999999999,0.0,1,Steve Steinbeiss,Nick Roehrick,Orthodox,Orthodox
14.0,21.0,3.0,14.0,193.04,177.8,92.99,77.11,198.12,177.8,32.0,45.0,4.01,4.62,0.5,0.44,2.3,3.05,0.53,0.57,0.82,0.43,0.25,0.25,0.9,0.59,0.2,0.1,15.23999999999998,15.879999999999995,20.319999999999993,0.22352941176470587,0.38999999999999996,-0.6100000000000003,0.1,1,Aleksandar Rakic,Duane Ludwig,Orthodox,Orthodox
5.0,14.0,3.0,8.0,165.1,187.96,56.7,104.33,170.18,,32.0,52.0,4.08,0.0,0.41,0.0,3.77,0.0,0.58,0.0,0.7,0.0,0.5,0.0,0.71,0.0,0.0,0.0,-22.860000000000014,-47.629999999999995,,-0.011363636363636354,0.7,4.08,0.0,0,Lauren Mueller,Matt Andersen,Orthodox,Southpaw
8.0,11.0,4.0,2.0,182.88,182.88,83.91,70.31,193.04,,40.0,37.0,2.03,1.17,0.32,0.12,2.57,4.31,0.6,0.41,1.93,0.8,0.83,0.5,0.63,0.0,0.0,0.0,0.0,13.599999999999994,,-0.17948717948717952,1.13,0.8599999999999999,0.0,0,Eddie Gordon,Pat Audinwood,Orthodox,Orthodox
20.0,8.0,6.0,0.0,172.72,177.8,56.7,61.23,175.26,177.8,32.0,25.0,3.21,8.05,0.61,0.54,2.28,3.58,0.5,0.51,1.55,0.0,0.26,0.0,0.16,0.9,0.9,0.5,-5.0800000000000125,-4.529999999999994,-2.5400000000000205,-0.23076923076923073,1.55,-4.840000000000001,0.4,0,Allan Nascimento,Payton Talbott,Orthodox,Switch
13.0,17.0,0.0,5.0,175.26,185.42,65.77,83.91,185.42,190.5,32.0,35.0,3.65,2.17,0.5,0.53,2.4,2.43,0.56,0.45,1.29,3.13,0.46,0.4,0.46,1.0,0.9,0.5,-10.159999999999997,-18.14,-5.0800000000000125,0.2272727272727273,-1.8399999999999999,1.48,0.4,1,Lerone Murphy,Ronny Markes,Orthodox,Orthodox
16.0,19.0,8.0,7.0,182.88,185.42,56.7,106.59,180.34,,28.0,45.0,2.8,2.86,0.6,0.43,1.73,5.66,0.55,0.49,0.62,0.82,0.5,0.25,0.36,0.5,0.6,0.0,-2.539999999999992,-49.89,,-0.0641025641025641,-0.19999999999999996,-0.06000000000000005,0.6,0,Jose Johnson,Justin Eilers,Orthodox,Orthodox
14.0,18.0,8.0,8.0,177.8,182.88,65.77,77.11,172.72,182.88,38.0,27.0,3.31,3.23,0.51,0.51,2.96,4.17,0.5,0.45,0.33,1.55,0.14,0.2,0.6,0.42,0.3,0.8,-5.079999999999984,-11.340000000000003,-10.159999999999997,-0.05594405594405594,-1.22,0.08000000000000007,-0.5,0,Tristan Connelly,Wellington Turman,Orthodox,Orthodox
14.0,11.0,3.0,3.0,162.56,175.26,52.16,65.77,165.1,180.34,36.0,36.0,3.43,3.47,0.54,0.57,4.21,3.5,0.44,0.57,0.98,5.2,0.63,0.44,0.57,0.61,0.7,1.4,-12.699999999999989,-13.61,-15.240000000000009,0.037815126050420145,-4.220000000000001,-0.040000000000000036,-0.7,1,Amanda Lemos,Jimy Hettes,Southpaw,Southpaw
21.0,10.0,4.0,6.0,187.96,170.18,117.03,61.23,193.04,172.72,48.0,45.0,1.35,1.86,0.31,0.48,3.17,3.46,0.47,0.47,1.19,0.86,0.18,0.18,0.0,0.0,0.6,1.1,17.78,55.800000000000004,20.319999999999993,0.21499999999999997,0.32999999999999996,-0.51,-0.5000000000000001,0,Chris Tuchscherer,Jeff Hougland,Orthodox,Orthodox
19.0,6.0,3.0,2.0,180.34,172.72,65.77,61.23,182.88,172.72,38.0,33.0,2.01,3.45,0.4,0.45,3.21,3.09,0.49,0.49,1.74,1.31,0.34,0.6,0.39,0.33,2.3,0.0,7.6200000000000045,4.539999999999999,10.159999999999997,0.11363636363636365,0.42999999999999994,-1.4400000000000004,2.3,1,Chas Skelly,Chelsea Chandler,Orthodox,Southpaw
10.0,2.0,2.0,7.0,170.18,182.88,61.23,86.18,,,29.0,,1.21,0.0,0.19,0.0,4.14,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.699999999999989,-24.95000000000001,,0.6111111111111112,0.0,1.21,0.0,0,Larissa Pacheco,Felix Lee Mitchell,Orthodox,Orthodox
10.0,10.0,5.0,2.0,180.34,157.48,70.31,61.23,,170.18,41.0,30.0,2.48,5.99,0.41,0.44,2.53,5.25,0.64,0.53,0.0,0.0,0.0,0.0,0.64,0.58,0.0,0.0,22.860000000000014,9.080000000000005,,-0.16666666666666674,0.0,-3.5100000000000002,0.0,1,Alex Ricci,Josiane Nunes,Orthodox,Southpaw
9.0,14.0,0.0,6.0,193.04,177.8,120.2,65.77,200.66,187.96,28.0,47.0,4.54,2.41,0.51,0.4,3.94,1.85,0.59,0.63,1.6,2.22,0.41,0.33,0.5,0.6,0.3,1.3,15.23999999999998,54.43000000000001,12.699999999999989,0.30000000000000004,-0.6200000000000001,2.13,-1.0,0,Mick Parkin,Kenny Florian,Orthodox,Southpaw
20.0,11.0,11.0,5.0,177.8,187.96,70.31,77.11,180.34,187.96,34.0,38.0,2.98,2.7,0.42,0.42,2.95,3.63,0.51,0.52,2.93,1.36,0.37,0.66,0.52,0.5,0.4,0.7,-10.159999999999997,-6.799999999999997,-7.6200000000000045,-0.04233870967741937,1.57,0.2799999999999998,-0.29999999999999993,1,Christos Giagos,Brandon Thatch,Orthodox,Switch
21.0,1.0,7.0,5.0,170.18,177.8,65.77,77.11,177.8,,39.0,,2.0,0.0,0.4,0.0,2.31,0.0,0.62,0.0,3.83,0.0,0.42,0.0,0.62,0.0,1.5,0.0,-7.6200000000000045,-11.340000000000003,,0.5833333333333334,3.83,2.0,1.5,1,Thiago Tavares,Orlando Wiet,Orthodox,Southpaw
14.0,17.0,8.0,6.0,187.96,185.42,77.11,77.11,190.5,200.66,41.0,40.0,3.22,3.85,0.6,0.43,3.26,3.85,0.51,0.64,0.0,1.12,0.0,0.4,0.71,0.5,0.0,1.7,2.5400000000000205,0.0,-10.159999999999997,-0.1027667984189723,-1.12,-0.6299999999999999,-1.7,0,Ron Stallings,Simeon Thoresen,Southpaw,Orthodox
18.0,14.0,8.0,8.0,175.26,175.26,83.91,65.77,175.26,177.8,40.0,34.0,3.49,3.18,0.45,0.61,3.99,2.14,0.53,0.56,3.83,1.33,0.46,0.55,0.63,0.52,0.3,0.0,0.0,18.14,-2.5400000000000205,0.05594405594405594,2.5,0.31000000000000005,0.3,0,Johny Hendricks,Sean Soriano,Southpaw,Orthodox
15.0,8.0,13.0,2.0,185.42,180.34,61.23,70.31,182.88,180.34,42.0,31.0,3.43,2.37,0.34,0.42,2.47,3.34,0.6,0.36,1.05,0.91,0.57,1.0,0.59,0.0,0.1,0.0,5.079999999999984,-9.080000000000005,2.539999999999992,-0.26428571428571435,0.14,1.06,0.1,1,George Roop,Mitch Ramirez,Orthodox,Orthodox
13.0,10.0,4.0,5.0,190.5,193.04,83.91,111.13,190.5,198.12,29.0,41.0,4.53,2.92,0.54,0.37,3.26,2.22,0.61,0.57,0.87,2.32,0.31,0.46,0.76,0.72,1.5,0.4,-2.539999999999992,-27.22,-7.6200000000000045,0.0980392156862745,-1.4499999999999997,1.6100000000000003,1.1,1,Nassourdine Imavov,Brendan Schaub,Orthodox,Orthodox
26.0,8.0,10.0,3.0,185.42,170.18,83.91,70.31,182.88,,44.0,33.0,2.53,1.29,0.47,0.33,2.83,5.5,0.62,0.32,2.57,2.66,0.39,0.36,0.57,0.0,1.3,1.3,15.23999999999998,13.599999999999994,,-0.005050505050505083,-0.0900000000000003,1.2399999999999998,0.0,1,Jacare Souza,Rodrigo de Lima,Orthodox,Orthodox
18.0,12.0,4.0,5.0,177.8,165.1,70.31,61.23,,,40.0,34.0,1.68,3.57,0.32,0.41,3.8,4.63,0.45,0.62,1.99,4.0,0.25,0.42,0.33,0.83,0.7,0.0,12.700000000000017,9.080000000000005,,0.11229946524064172,-2.01,-1.89,0.7,0,Leo Kuntz,Sirwan Kakai,Orthodox,Orthodox
34.0,22.0,10.0,10.0,175.26,190.5,83.91,77.11,180.34,203.2,46.0,35.0,3.02,4.04,0.46,0.6,3.35,3.19,0.53,0.53,1.69,0.0,0.48,0.0,0.77,0.67,0.5,0.3,-15.240000000000009,6.799999999999997,-22.859999999999985,0.08522727272727271,1.69,-1.02,0.2,1,Hector Lombard,Chidi Njokuani,Southpaw,Orthodox
11.0,2.0,10.0,2.0,190.5,177.8,116.57,77.11,,,51.0,45.0,1.31,0.0,0.31,0.0,3.2,1.25,0.38,0.33,1.09,0.0,0.33,0.0,0.4,0.0,0.0,0.0,12.699999999999989,39.459999999999994,,0.023809523809523836,1.09,1.31,0.0,1,Fabiano Scherner,Billy Miles,Orthodox,Orthodox
19.0,15.0,7.0,1.0,185.42,182.88,106.59,83.91,,193.04,45.0,31.0,2.86,8.24,0.43,0.65,5.66,7.15,0.49,0.36,0.82,2.33,0.25,0.33,0.5,0.0,0.0,2.3,2.539999999999992,22.680000000000007,,-0.20673076923076927,-1.5100000000000002,-5.380000000000001,-2.3,0,Justin Eilers,Ikram Aliskerov,Orthodox,Southpaw
17.0,4.0,9.0,5.0,185.42,167.64,92.99,56.7,187.96,167.64,40.0,33.0,5.46,4.44,0.48,0.34,6.77,4.31,0.45,0.64,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,17.78,36.28999999999999,20.32000000000002,0.20940170940170943,0.0,1.0199999999999996,0.5,1,Sean O'Connell,Ariel Beck,Orthodox,Southpaw
9.0,13.0,3.0,5.0,182.88,167.64,70.31,56.7,182.88,170.18,33.0,36.0,2.08,1.92,0.52,0.25,0.74,5.38,0.67,0.52,2.22,0.72,0.25,0.25,0.8,0.33,0.7,1.4,15.240000000000009,13.61,12.699999999999989,0.02777777777777779,1.5000000000000002,0.16000000000000014,-0.7,1,Don Madge,Darrell Montague,Southpaw,Southpaw
16.0,10.0,4.0,12.0,190.5,193.04,117.93,110.22,198.12,,29.0,55.0,3.54,6.19,0.49,0.69,3.79,7.91,0.49,0.37,4.56,2.58,0.64,1.0,0.7,0.5,0.5,5.2,-2.539999999999992,7.710000000000008,,0.3454545454545455,1.9799999999999995,-2.6500000000000004,-4.7,0,Serghei Spivac,Colin Robinson,Orthodox,Orthodox
14.0,20.0,1.0,4.0,190.5,182.88,109.77,77.11,198.12,193.04,37.0,36.0,4.02,4.36,0.47,0.52,1.47,2.74,0.66,0.54,0.33,2.82,1.0,0.45,0.88,0.89,0.0,0.1,7.6200000000000045,32.66,5.0800000000000125,0.09999999999999998,-2.4899999999999998,-0.34000000000000075,-0.1,1,Ruslan Magomedov,Kamaru Usman,Orthodox,Switch
17.0,14.0,5.0,4.0,170.18,177.8,61.23,70.31,170.18,185.42,31.0,41.0,5.14,2.64,0.53,0.42,4.36,4.5,0.58,0.48,1.73,1.4,0.51,0.33,0.85,0.5,0.1,1.9,-7.6200000000000045,-9.080000000000005,-15.23999999999998,-0.005050505050505083,0.33000000000000007,2.4999999999999996,-1.7999999999999998,0,Petr Yan,Vagner Rocha,Switch,Orthodox
21.0,0.0,3.0,1.0,177.8,177.8,70.31,86.18,185.42,,29.0,81.0,5.13,0.0,0.52,0.0,3.7,0.0,0.41,0.0,0.98,0.0,0.25,0.0,0.56,0.0,1.6,0.0,0.0,-15.870000000000005,,0.875,0.98,5.13,1.6,1,Paddy Pimblett,Ron van Clief,Orthodox,Orthodox
2.0,26.0,4.0,8.0,175.26,187.96,89.81,83.91,,190.5,48.0,34.0,0.0,4.21,0.0,0.43,0.0,2.57,0.0,0.61,0.0,3.03,0.0,0.66,0.0,0.77,0.0,0.2,-12.700000000000017,5.900000000000006,,-0.4313725490196078,-3.03,-4.21,-0.2,0,Masutatsu Yano,Makhmud Muradov,Orthodox,Orthodox
9.0,9.0,3.0,4.0,177.8,180.34,65.77,83.91,177.8,182.88,29.0,31.0,3.86,3.96,0.37,0.45,4.86,4.55,0.57,0.48,0.43,0.79,0.66,0.4,0.75,0.33,0.0,0.0,-2.539999999999992,-18.14,-5.079999999999984,0.05769230769230771,-0.36000000000000004,-0.10000000000000009,0.0,0,Austin Lingo,Punahele Soriano,Orthodox,Southpaw
9.0,10.0,2.0,7.0,180.34,177.8,65.77,70.31,185.42,,30.0,55.0,7.15,0.56,0.4,0.25,7.36,1.69,0.6,0.33,0.28,4.23,1.0,0.5,0.84,0.8,0.0,0.0,2.539999999999992,-4.540000000000006,,0.22994652406417115,-3.95,6.59,0.0,0,Steven Nguyen,Jeff Cox,Switch,Orthodox
6.0,12.0,2.0,3.0,172.72,182.88,61.23,83.91,172.72,190.5,33.0,32.0,3.45,4.66,0.45,0.54,3.09,4.1,0.49,0.6,1.31,0.42,0.6,0.5,0.33,0.87,0.0,0.0,-10.159999999999997,-22.68,-17.78,-0.050000000000000044,0.8900000000000001,-1.21,0.0,0,Chelsea Chandler,Roman Kopylov,Southpaw,Southpaw
14.0,15.0,5.0,10.0,177.8,190.5,65.77,83.91,182.88,,27.0,47.0,2.88,1.22,0.49,0.4,1.73,2.27,0.65,0.42,2.28,0.0,0.34,0.0,0.6,0.22,1.3,4.9,-12.699999999999989,-18.14,,0.13684210526315788,2.28,1.66,-3.6000000000000005,1,Youssef Zalal,Alex Schoenauer,Switch,Orthodox
20.0,18.0,8.0,8.0,180.34,180.34,92.99,77.11,177.8,193.04,37.0,43.0,2.08,1.28,0.55,0.49,4.21,1.9,0.4,0.59,5.08,0.62,0.36,0.5,0.0,0.26,1.4,0.0,0.0,15.879999999999995,-15.23999999999998,0.02197802197802201,4.46,0.8,1.4,0,Gadzhimurad Antigulov,Ben Alloway,Orthodox,Orthodox
15.0,7.0,7.0,6.0,185.42,195.58,77.11,92.99,187.96,,42.0,37.0,3.66,7.73,0.51,0.45,2.62,6.82,0.66,0.49,1.94,0.0,0.76,0.0,0.73,0.5,0.0,0.0,-10.160000000000025,-15.879999999999995,,0.14335664335664333,1.94,-4.07,0.0,1,Nordine Taleb,Matt Van Buren,Orthodox,Unknown
10.0,7.0,2.0,2.0,182.88,182.88,83.91,77.11,185.42,195.58,34.0,32.0,3.19,2.38,0.54,0.36,4.6,3.55,0.49,0.37,4.18,0.87,0.3,0.16,1.0,0.0,1.6,0.0,0.0,6.799999999999997,-10.160000000000025,0.05555555555555558,3.3099999999999996,0.81,1.6,1,Rodolfo Vieira,Oliver Enkamp,Orthodox,Switch
9.0,17.0,4.0,7.0,180.34,182.88,83.91,77.11,182.88,185.42,31.0,42.0,3.96,5.67,0.45,0.5,4.55,3.77,0.48,0.6,0.79,0.51,0.4,0.44,0.33,0.58,0.0,0.3,-2.539999999999992,6.799999999999997,-2.539999999999992,-0.01602564102564108,0.28,-1.71,-0.3,1,Punahele Soriano,Alan Jouban,Southpaw,Southpaw
30.0,15.0,14.0,6.0,157.48,182.88,77.11,70.31,,185.42,55.0,32.0,1.2,4.78,0.66,0.64,1.8,4.35,0.5,0.46,0.0,0.41,0.0,0.1,0.5,0.66,0.0,0.4,-25.400000000000006,6.799999999999997,,-0.032467532467532534,-0.41,-3.58,-0.4,0,Phil Johns,Brok Weaver,Southpaw,Southpaw
5.0,15.0,4.0,2.0,177.8,175.26,65.77,70.31,,182.88,31.0,39.0,2.37,1.62,0.3,0.47,4.17,3.45,0.48,0.48,0.0,3.17,0.0,0.4,0.46,0.0,0.0,1.1,2.5400000000000205,-4.540000000000006,,-0.326797385620915,-3.17,0.75,-1.1,0,Chris Avila,Joe Ellenberger,Orthodox,Orthodox
12.0,12.0,6.0,2.0,165.1,193.04,61.23,111.13,170.18,205.74,34.0,33.0,2.48,5.49,0.4,0.6,3.87,2.19,0.57,0.63,1.74,0.58,0.41,0.21,0.31,0.5,0.7,0.5,-27.939999999999998,-49.9,-35.56,-0.19047619047619047,1.1600000000000001,-3.0100000000000002,0.19999999999999996,0,Gustavo Lopez,Ciryl Gane,Orthodox,Orthodox
11.0,17.0,3.0,11.0,187.96,190.5,108.41,106.59,200.66,,34.0,50.0,3.18,2.61,0.37,0.69,4.21,3.91,0.52,0.26,0.89,4.34,0.18,0.57,0.0,0.66,0.0,4.3,-2.539999999999992,1.8199999999999932,,0.1785714285714286,-3.4499999999999997,0.5700000000000003,-4.3,0,Mohammed Usman,Branden Lee Hinkle,Orthodox,Orthodox
12.0,20.0,6.0,6.0,182.88,177.8,83.91,77.11,195.58,193.04,35.0,36.0,5.33,2.53,0.59,0.45,3.72,2.14,0.55,0.65,2.11,2.37,0.34,0.29,0.9,0.66,0.2,0.7,5.079999999999984,6.799999999999997,2.5400000000000205,-0.10256410256410264,-0.26000000000000023,2.8000000000000003,-0.49999999999999994,0,Phil Hawes,Ramazan Emeev,Orthodox,Southpaw
34.0,17.0,10.0,9.0,180.34,177.8,77.11,65.77,185.42,182.88,39.0,35.0,2.23,1.33,0.36,0.44,3.2,2.98,0.58,0.46,1.65,3.96,0.48,0.43,0.63,0.35,0.3,1.1,2.539999999999992,11.340000000000003,2.539999999999992,0.11888111888111885,-2.31,0.8999999999999999,-0.8,0,Keita Nakamura,Makwan Amirkhani,Southpaw,Southpaw
14.0,22.0,9.0,20.0,182.88,167.64,77.11,70.31,,,,41.0,0.79,1.64,0.33,0.32,3.14,3.58,0.42,0.62,0.0,1.33,0.0,0.4,0.0,0.0,0.0,0.7,15.240000000000009,6.799999999999997,,0.08488612836438925,-1.33,-0.8499999999999999,-0.7,1,Jason Gilliam,Diego Saraiva,Orthodox,Orthodox
31.0,8.0,15.0,5.0,175.26,167.64,77.11,61.23,180.34,172.72,39.0,35.0,2.47,2.2,0.39,0.46,2.83,2.48,0.6,0.52,2.04,2.48,0.47,0.42,0.86,0.5,0.4,0.6,7.6200000000000045,15.880000000000003,7.6200000000000045,0.058528428093645446,-0.43999999999999995,0.27,-0.19999999999999996,0,Jake Ellenberger,Stephanie Egger,Orthodox,Orthodox
2.0,18.0,6.0,4.0,180.34,180.34,104.33,77.11,,185.42,,32.0,0.0,3.76,0.0,0.42,0.0,3.34,0.0,0.58,0.0,0.2,0.0,0.2,0.0,0.75,0.0,0.0,0.0,27.22,,-0.5681818181818182,-0.2,-3.76,0.0,0,Jack Nilson,Albert Tumenov,Unknown,Orthodox
