fighter1_wins,fighter1_losses,fighter1_height,fighter1_weight,fighter1_reach,fighter1_stance,fighter1_age,fighter1_SLpM,fighter1_sig_str_acc,fighter1_SApM,fighter1_str_def,fighter1_td_avg,fighter1_td_acc,fighter1_td_def,fighter1_sub_avg,fighter2_wins,fighter2_losses,fighter2_height,fighter2_weight,fighter2_reach,fighter2_stance,fighter2_age,fighter2_SLpM,fighter2_sig_str_acc,fighter2_SApM,fighter2_str_def,fighter2_td_avg,fighter2_td_acc,fighter2_td_def,fighter2_sub_avg,height_diff,weight_diff,reach_diff,win_rate_diff,td_avg_diff,SLpM_diff,sub_avg_diff,fighter1_won
14.0,9.0,182.88,83.91,187.96,Orthodox,41.0,1.37,0.54,2.96,0.44,0.0,0.0,0.28,2.1,6.0,3.0,172.72,61.23,,Orthodox,40.0,1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0,10.159999999999997,22.68,,-0.016666666666666607,0.0,-0.44999999999999996,2.1,0
15.0,8.0,182.88,117.93,,Orthodox,46.0,1.82,0.56,6.43,0.22,6.29,0.5,0.0,0.0,8.0,1.0,170.18,56.7,175.26,Orthodox,20.0,7.17,0.52,4.33,0.47,9.69,0.71,0.5,0.0,12.699999999999989,61.230000000000004,,-0.17500000000000004,-3.3999999999999995,-5.35,0.0,0
9.0,3.0,182.88,70.31,182.88,Southpaw,33.0,2.08,0.52,0.74,0.67,2.22,0.25,0.8,0.7,13.0,1.0,182.88,77.11,195.58,Orthodox,41.0,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0,0.0,-6.799999999999997,-12.700000000000017,-0.1743589743589744,0.3700000000000001,-1.15,0.7,1
15.0,2.0,177.8,70.31,185.42,Switch,29.0,8.14,0.58,3.15,0.56,3.26,0.66,0.88,1.6,25.0,4.0,180.34,70.31,177.8,Orthodox,35.0,7.35,0.6,7.5,0.53,0.13,0.25,0.75,0.0,-2.539999999999992,0.0,7.619999999999976,0.0,3.13,0.7900000000000009,1.6,1
24.0,7.0,175.26,77.11,177.8,Southpaw,40.0,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,16.0,9.0,180.34,70.31,187.96,Orthodox,37.0,4.18,0.48,4.45,0.46,0.0,0.0,0.57,0.7,-5.0800000000000125,6.799999999999997,-10.159999999999997,0.13461538461538458,2.4,-1.2499999999999996,0.10000000000000009,1
9.0,5.0,172.72,70.31,,Orthodox,53.0,1.73,0.47,2.49,0.42,2.88,0.4,0.5,2.9,7.0,3.0,172.72,61.23,170.18,Southpaw,32.0,2.97,0.42,3.17,0.34,1.5,0.33,0.8,0.0,0.0,9.080000000000005,,-0.036363636363636376,1.38,-1.2400000000000002,2.9,1
4.0,6.0,185.42,92.99,,Orthodox,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,165.1,56.7,165.1,Switch,35.0,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0,20.319999999999993,36.28999999999999,,-0.27636363636363637,-0.25,-3.51,-1.0,1
24.0,10.0,172.72,70.31,182.88,Orthodox,39.0,2.27,0.38,1.63,0.67,1.2,1.0,0.71,0.4,4.0,2.0,177.8,77.11,182.88,Orthodox,31.0,9.31,0.4,4.66,0.51,0.0,0.0,1.0,0.0,-5.0800000000000125,-6.799999999999997,0.0,0.11428571428571432,1.2,-7.040000000000001,0.4,0
17.0,9.0,187.96,156.49,,Southpaw,54.0,2.06,0.44,1.74,0.34,2.44,0.42,0.0,1.6,6.0,13.0,185.42,117.93,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5400000000000205,38.56,,0.32962962962962966,2.44,2.06,1.6,1
16.0,10.0,185.42,77.11,193.04,Orthodox,41.0,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0,16.0,3.0,170.18,56.7,172.72,Orthodox,30.0,2.36,0.41,2.0,0.47,1.77,0.33,0.55,2.6,15.23999999999998,20.409999999999997,20.319999999999993,-0.20740740740740748,-0.5900000000000001,-0.2799999999999998,-2.6,1
15.0,5.0,182.88,70.31,185.42,Orthodox,38.0,4.87,0.37,4.09,0.61,1.33,0.4,0.96,0.0,7.0,7.0,162.56,61.23,180.34,Southpaw,38.0,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0,20.319999999999993,9.080000000000005,5.079999999999984,0.24761904761904763,0.77,0.8999999999999999,0.0,1
18.0,8.0,187.96,83.91,190.5,Orthodox,39.0,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,11.0,4.0,185.42,70.31,,Orthodox,34.0,1.4,0.33,1.75,0.6,0.0,0.0,0.61,0.8,2.5400000000000205,13.599999999999994,,-0.02083333333333337,0.44,1.3000000000000003,0.09999999999999998,1
15.0,6.0,185.42,70.31,,0,38.0,2.02,0.38,5.91,0.38,0.0,0.0,0.0,0.0,13.0,4.0,198.12,83.91,195.58,Orthodox,35.0,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,-12.700000000000017,-13.599999999999994,,-0.04040404040404044,-0.63,-2.4099999999999997,-0.4,0
9.0,4.0,177.8,77.11,185.42,Orthodox,42.0,1.24,0.34,1.85,0.55,0.0,0.0,0.52,1.4,8.0,2.0,162.56,56.7,175.26,Orthodox,28.0,0.8,0.41,1.13,0.54,0.0,0.0,0.5,1.0,15.240000000000009,20.409999999999997,10.159999999999997,-0.08441558441558439,0.0,0.43999999999999995,0.3999999999999999,1
0.0,2.0,182.88,90.26,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,162.56,52.16,165.1,Southpaw,36.0,3.43,0.54,4.21,0.44,0.98,0.63,0.57,0.7,20.319999999999993,38.10000000000001,,-0.7777777777777778,-0.98,-3.43,-0.7,0
17.0,9.0,187.96,77.11,,0,38.0,3.13,0.37,4.4,0.72,0.0,0.0,0.0,0.0,13.0,4.0,175.26,70.31,,Orthodox,42.0,1.8,0.27,3.37,0.68,0.0,0.0,0.0,0.5,12.700000000000017,6.799999999999997,,-0.09259259259259256,0.0,1.3299999999999998,-0.5,1
20.0,2.0,177.8,70.31,182.88,Switch,30.0,2.97,0.51,2.27,0.45,3.68,0.36,0.4,1.5,19.0,12.0,177.8,65.77,175.26,Orthodox,34.0,3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1,0.0,4.540000000000006,7.6200000000000045,0.2758152173913043,1.02,-0.46999999999999975,0.3999999999999999,1
18.0,10.0,172.72,65.77,,Orthodox,40.0,2.71,0.4,2.36,0.64,1.0,0.37,0.69,0.3,9.0,4.0,180.34,92.99,193.04,Orthodox,42.0,4.82,0.56,6.68,0.5,0.0,0.0,0.62,0.0,-7.6200000000000045,-27.22,,-0.022167487684729092,1.0,-2.1100000000000003,0.3,1
10.0,10.0,165.1,65.77,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,180.34,65.77,180.34,Switch,35.0,3.02,0.4,3.46,0.5,2.44,0.34,0.4,1.6,-15.240000000000009,0.0,,-0.2824302134646962,-2.44,-3.02,-1.6,1
18.0,9.0,182.88,77.11,182.88,Orthodox,39.0,3.18,0.5,4.72,0.58,3.29,0.66,1.0,0.0,26.0,14.0,170.18,65.77,175.26,Orthodox,33.0,2.63,0.65,2.28,0.35,2.4,0.72,0.66,2.7,12.699999999999989,11.340000000000003,7.6200000000000045,0.008710801393728262,0.8900000000000001,0.5500000000000003,-2.7,1
18.0,5.0,190.5,77.11,198.12,Orthodox,33.0,4.37,0.46,3.33,0.54,0.78,0.39,0.74,0.5,31.0,9.0,175.26,90.72,,Orthodox,52.0,0.7,0.45,0.9,0.52,1.6,0.63,0.25,1.8,15.240000000000009,-13.61,,-0.0060975609756097615,-0.8200000000000001,3.67,-1.3,0
8.0,3.0,177.8,77.11,,Orthodox,45.0,0.26,0.16,2.7,0.43,1.93,1.0,0.25,1.9,11.0,5.0,177.8,70.31,182.88,Orthodox,38.0,3.39,0.36,3.93,0.59,0.0,0.0,0.7,1.8,0.0,6.799999999999997,,0.019607843137254832,1.93,-3.13,0.09999999999999987,0
11.0,1.0,175.26,56.7,180.34,Orthodox,26.0,3.67,0.35,3.37,0.6,0.0,0.0,0.6,2.5,10.0,5.0,187.96,110.22,187.96,Orthodox,30.0,1.81,0.43,2.22,0.47,3.09,0.36,0.5,1.0,-12.700000000000017,-53.519999999999996,-7.6200000000000045,0.22115384615384615,-3.09,1.8599999999999999,1.5,1
26.0,12.0,170.18,61.23,170.18,Orthodox,41.0,1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9,15.0,10.0,182.88,70.31,185.42,Orthodox,40.0,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8,-12.699999999999989,-9.080000000000005,-15.23999999999998,0.08974358974358976,1.44,-0.4700000000000002,0.09999999999999998,1
13.0,2.0,182.88,92.99,198.12,Orthodox,29.0,3.58,0.41,5.56,0.39,1.02,0.28,0.62,0.0,7.0,4.0,193.04,83.91,195.58,Orthodox,33.0,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5,-10.159999999999997,9.079999999999998,2.539999999999992,0.22916666666666663,1.02,-0.54,-0.5,0
10.0,4.0,187.96,92.99,195.58,Orthodox,43.0,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,15.0,3.0,182.88,77.11,190.5,Orthodox,30.0,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,5.0800000000000125,15.879999999999995,5.0800000000000125,-0.1228070175438597,0.14999999999999997,-2.2300000000000004,0.6000000000000001,1
2.0,6.0,193.04,124.74,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,167.64,56.7,170.18,Orthodox,31.0,3.05,0.54,2.8,0.57,2.6,0.24,0.66,0.4,25.400000000000006,68.03999999999999,,-0.6527777777777778,-2.6,-3.05,-0.4,1
11.0,2.0,182.88,77.11,180.34,Orthodox,28.0,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,12.0,4.0,172.72,65.77,177.8,Orthodox,36.0,3.33,0.42,3.0,0.58,1.92,0.41,0.7,0.0,10.159999999999997,11.340000000000003,2.539999999999992,0.07983193277310918,-0.10999999999999988,0.25,0.6,1
12.0,1.0,177.8,70.31,187.96,Orthodox,26.0,0.87,0.4,1.52,0.48,11.41,0.7,0.0,1.6,26.0,26.0,190.5,92.99,,Orthodox,49.0,3.49,0.42,5.71,0.57,0.0,0.0,0.0,0.0,-12.699999999999989,-22.679999999999993,,0.36657681940700804,11.41,-2.62,1.6,1
15.0,2.0,175.26,70.31,182.88,Orthodox,39.0,1.62,0.47,3.45,0.48,3.17,0.4,0.0,1.1,15.0,3.0,185.42,92.99,,0,,1.27,0.48,3.93,0.4,1.0,0.1,0.0,0.0,-10.159999999999997,-22.679999999999993,,0.04385964912280704,2.17,0.3500000000000001,1.1,0
5.0,6.0,182.88,86.18,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,175.26,77.11,195.58,Orthodox,31.0,3.88,0.42,3.6,0.5,3.18,0.43,0.75,0.8,7.6200000000000045,9.070000000000007,,-0.24999999999999994,-3.18,-3.88,-0.8,0
14.0,7.0,175.26,70.31,177.8,Orthodox,37.0,3.36,0.48,3.26,0.62,0.78,0.55,0.34,0.2,10.0,3.0,177.8,77.11,170.18,Switch,27.0,3.36,0.49,4.61,0.46,1.54,0.35,0.33,0.9,-2.5400000000000205,-6.799999999999997,7.6200000000000045,-0.07792207792207795,-0.76,0.0,-0.7,0
22.0,12.0,180.34,77.11,193.04,Orthodox,36.0,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6,10.0,4.0,177.8,77.11,,0,37.0,1.43,0.33,3.0,0.5,2.5,0.38,0.6,1.0,2.539999999999992,0.0,,-0.03809523809523807,-0.1499999999999999,1.5600000000000003,-0.4,0
12.0,6.0,177.8,77.11,177.8,Orthodox,48.0,3.2,0.49,2.37,0.44,0.0,0.0,0.32,0.3,8.0,4.0,193.04,109.77,,Orthodox,45.0,2.3,0.32,3.38,0.55,2.3,0.1,0.0,0.0,-15.23999999999998,-32.66,,0.0161943319838056,-2.3,0.9000000000000004,0.3,1
16.0,12.0,185.42,70.31,190.5,Orthodox,44.0,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,9.0,4.0,193.04,92.99,203.2,Orthodox,35.0,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2,-7.6200000000000045,-22.679999999999993,-12.699999999999989,-0.09113300492610843,0.27,0.5899999999999999,0.0,1
18.0,6.0,177.8,65.77,177.8,Orthodox,35.0,7.36,0.56,5.57,0.43,1.24,0.23,0.61,1.1,9.0,5.0,177.8,77.11,180.34,Switch,35.0,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2,0.0,-11.340000000000003,-2.539999999999992,0.12,1.24,4.970000000000001,0.9000000000000001,1
11.0,6.0,185.42,83.91,193.04,Switch,39.0,3.29,0.36,2.66,0.6,0.61,1.0,0.66,0.0,10.0,3.0,177.8,77.11,170.18,Switch,27.0,3.36,0.49,4.61,0.46,1.54,0.35,0.33,0.9,7.619999999999976,6.799999999999997,22.859999999999985,-0.10317460317460314,-0.93,-0.06999999999999984,-0.9,0
12.0,3.0,180.34,70.31,177.8,Southpaw,38.0,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,13.0,8.0,182.88,65.77,,Orthodox,45.0,1.13,0.35,2.36,0.48,2.67,0.53,0.12,0.7,-2.539999999999992,4.540000000000006,,0.15909090909090906,-1.8199999999999998,1.0700000000000003,1.4000000000000001,1
9.0,3.0,170.18,56.7,172.72,Orthodox,43.0,2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3,12.0,5.0,167.64,65.77,170.18,Orthodox,33.0,3.42,0.5,5.87,0.31,0.97,0.25,0.2,1.9,2.5400000000000205,-9.069999999999993,2.539999999999992,0.02564102564102566,0.07000000000000006,-1.02,-1.5999999999999999,1
22.0,13.0,177.8,70.31,180.34,Orthodox,43.0,2.01,0.39,3.7,0.62,0.0,0.0,0.26,1.4,14.0,2.0,177.8,65.77,180.34,Orthodox,29.0,2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1,0.0,4.540000000000006,0.0,-0.21241830065359468,-3.06,-0.9100000000000001,-1.7000000000000002,0
21.0,7.0,177.8,77.11,180.34,Orthodox,39.0,2.56,0.51,5.12,0.35,2.02,0.33,0.33,0.0,24.0,7.0,175.26,77.11,177.8,Southpaw,40.0,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,2.5400000000000205,0.0,2.539999999999992,-0.025862068965517238,-0.3799999999999999,-0.3700000000000001,-0.8,1
18.0,11.0,190.5,119.75,200.66,Southpaw,44.0,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,6.0,0.0,180.34,61.23,,0,36.0,1.85,0.29,1.94,0.58,3.38,0.62,1.0,2.0,10.159999999999997,58.52,,-0.2571428571428571,-1.3599999999999999,0.33000000000000007,0.0,0
9.0,4.0,167.64,61.23,177.8,Orthodox,30.0,2.68,0.34,4.29,0.47,3.66,0.5,0.83,0.0,9.0,5.0,165.1,56.7,165.1,Orthodox,38.0,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0.0,2.539999999999992,4.529999999999994,12.700000000000017,0.04285714285714293,-0.5499999999999998,-1.13,0.0,0
10.0,2.0,172.72,65.77,177.8,Orthodox,40.0,2.79,0.4,3.89,0.59,0.89,0.33,0.5,0.0,19.0,10.0,167.64,65.77,,Orthodox,35.0,3.64,0.44,5.0,0.47,0.0,0.0,0.0,0.0,5.0800000000000125,0.0,,0.13589743589743597,0.89,-0.8500000000000001,0.0,0
11.0,6.0,187.96,92.99,195.58,Orthodox,37.0,3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0,26.0,6.0,172.72,70.31,,Orthodox,36.0,1.53,0.37,0.93,0.62,0.5,1.0,0.73,0.0,15.240000000000009,22.679999999999993,,-0.17676767676767668,0.52,1.8299999999999998,0.0,1
17.0,7.0,190.5,83.91,193.04,Orthodox,36.0,2.42,0.46,2.86,0.45,1.76,0.22,0.37,1.6,15.0,8.0,187.96,104.33,187.96,Orthodox,41.0,3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0,2.539999999999992,-20.42,5.079999999999984,0.05500000000000005,0.6300000000000001,-1.0300000000000002,1.6,0
13.0,3.0,172.72,70.31,180.34,Orthodox,33.0,2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0,11.0,1.0,193.04,117.93,198.12,Orthodox,32.0,6.13,0.47,4.02,0.52,0.0,0.0,0.6,0.0,-20.319999999999993,-47.620000000000005,-17.78,-0.08144796380090502,1.01,-4.07,0.0,1
10.0,9.0,185.42,83.91,195.58,Orthodox,35.0,4.5,0.41,6.15,0.36,0.0,0.0,0.73,0.0,15.0,11.0,167.64,56.7,167.64,Orthodox,37.0,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5,17.78,27.209999999999994,27.940000000000026,-0.05555555555555558,-0.58,0.6400000000000001,-0.5,1
12.0,3.0,182.88,77.11,185.42,Orthodox,35.0,1.67,0.33,2.22,0.53,1.0,0.37,0.7,0.0,3.0,1.0,175.26,70.31,,Orthodox,,3.09,0.5,6.19,0.64,0.0,0.0,0.0,0.0,7.6200000000000045,6.799999999999997,,0.15000000000000002,1.0,-1.42,0.0,0
2.0,3.0,177.8,97.52,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,172.72,70.31,175.26,Orthodox,39.0,1.64,0.29,1.6,0.67,0.0,0.0,0.31,0.3,5.0800000000000125,27.209999999999994,,-0.25490196078431376,0.0,-1.64,-0.3,0
12.0,6.0,177.8,83.91,,Orthodox,46.0,2.19,0.28,5.75,0.44,0.0,0.0,1.0,0.0,15.0,2.0,182.88,70.31,185.42,Orthodox,32.0,5.08,0.39,4.79,0.47,2.18,1.0,0.0,2.2,-5.079999999999984,13.599999999999994,,-0.20175438596491235,-2.18,-2.89,-2.2,1
9.0,5.0,167.64,56.7,,Orthodox,40.0,2.72,0.25,3.57,0.68,0.0,0.0,0.0,0.0,5.0,2.0,182.88,83.91,190.5,Switch,29.0,3.04,0.53,6.13,0.47,3.04,0.71,0.81,1.2,-15.240000000000009,-27.209999999999994,,-0.025000000000000022,-3.04,-0.31999999999999984,-1.2,1
13.0,7.0,200.66,120.2,,Orthodox,47.0,2.73,0.31,4.24,0.49,1.72,0.71,0.0,1.0,11.0,4.0,190.5,113.4,,Orthodox,49.0,0.27,0.1,3.86,0.38,0.0,0.0,0.0,4.0,10.159999999999997,6.799999999999997,,-0.06845238095238093,1.72,2.46,-3.0,1
14.0,10.0,180.34,61.23,190.5,Orthodox,39.0,2.1,0.29,3.79,0.43,0.0,0.0,0.61,1.4,16.0,13.0,160.02,52.16,162.56,Orthodox,39.0,5.44,0.5,4.94,0.61,0.73,0.34,0.75,0.1,20.319999999999993,9.07,27.939999999999998,0.026666666666666727,-0.73,-3.3400000000000003,1.2999999999999998,0
3.0,3.0,162.56,56.7,160.02,0,35.0,1.2,0.2,1.8,0.76,0.0,0.0,0.0,0.0,9.0,4.0,165.1,61.23,,Southpaw,40.0,2.73,0.31,5.57,0.46,1.0,0.09,0.33,0.0,-2.539999999999992,-4.529999999999994,,-0.21428571428571436,-1.0,-1.53,0.0,1
29.0,10.0,180.34,65.77,185.42,Orthodox,40.0,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,22.0,9.0,177.8,65.77,177.8,Orthodox,39.0,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3,2.539999999999992,0.0,7.619999999999976,0.03749999999999998,1.9099999999999997,-1.9400000000000004,0.3,1
13.0,4.0,190.5,83.91,190.5,Orthodox,29.0,4.53,0.54,3.26,0.61,0.87,0.31,0.76,1.5,30.0,27.0,180.34,90.26,,Southpaw,55.0,2.26,0.51,6.47,0.44,0.0,0.0,0.66,2.3,10.159999999999997,-6.3500000000000085,,0.20498084291187735,0.87,2.2700000000000005,-0.7999999999999998,0
0.0,3.0,187.96,77.11,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,180.34,65.77,187.96,Orthodox,35.0,1.44,0.41,3.71,0.5,1.97,0.36,0.16,2.2,7.6200000000000045,11.340000000000003,,-0.7,-1.97,-1.44,-2.2,0
16.0,5.0,170.18,56.7,170.18,Southpaw,32.0,3.16,0.51,2.89,0.51,4.84,0.5,0.66,0.3,10.0,8.0,167.64,61.23,172.72,Southpaw,44.0,3.44,0.55,2.84,0.51,2.27,0.55,0.64,0.4,2.5400000000000205,-4.529999999999994,-2.539999999999992,0.2009569377990431,2.57,-0.2799999999999998,-0.10000000000000003,1
21.0,8.0,170.18,56.7,177.8,Orthodox,30.0,3.87,0.44,3.63,0.59,1.74,0.46,0.63,0.5,24.0,17.0,167.64,70.31,180.34,Orthodox,49.0,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,2.5400000000000205,-13.61,-2.539999999999992,0.12857142857142856,0.20999999999999996,2.09,-1.9,1
1.0,1.0,200.66,133.81,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,9.0,175.26,61.23,193.04,Orthodox,43.0,3.98,0.43,1.86,0.74,0.0,0.0,0.17,1.6,25.400000000000006,72.58000000000001,,-0.48148148148148145,0.0,-3.98,-1.6,0
27.0,8.0,182.88,92.99,187.96,Orthodox,53.0,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,21.0,9.0,175.26,77.11,180.34,Southpaw,51.0,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,7.6200000000000045,15.879999999999995,7.6200000000000045,0.07258064516129037,0.8999999999999999,-0.8900000000000001,-0.7000000000000001,0
5.0,0.0,185.42,83.91,193.04,Southpaw,28.0,2.76,0.62,0.55,0.75,11.04,0.5,0.0,13.8,17.0,2.0,180.34,77.11,185.42,Switch,27.0,6.74,0.53,4.27,0.66,0.21,0.16,0.7,0.2,5.079999999999984,6.799999999999997,7.6200000000000045,-0.016666666666666607,10.829999999999998,-3.9800000000000004,13.600000000000001,1
16.0,1.0,177.8,77.11,182.88,Orthodox,31.0,3.77,0.53,3.55,0.61,3.29,0.57,0.87,1.2,12.0,4.0,180.34,70.31,180.34,Orthodox,38.0,2.5,0.39,2.94,0.52,2.33,0.4,0.23,0.0,-2.539999999999992,6.799999999999997,2.539999999999992,0.18300653594771232,0.96,1.27,1.2,1
13.0,6.0,182.88,70.31,180.34,Southpaw,35.0,3.76,0.42,3.07,0.6,0.92,0.28,0.71,0.5,14.0,5.0,180.34,65.77,187.96,Orthodox,35.0,1.44,0.41,3.71,0.5,1.97,0.36,0.16,2.2,2.539999999999992,4.540000000000006,-7.6200000000000045,-0.04999999999999993,-1.0499999999999998,2.32,-1.7000000000000002,1
9.0,4.0,185.42,95.25,,Orthodox,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,187.96,111.58,203.2,Orthodox,31.0,4.31,0.48,4.76,0.43,1.2,0.33,0.77,0.7,-2.5400000000000205,-16.33,,-0.20329670329670324,-1.2,-4.31,-0.7,0
22.0,6.0,185.42,83.91,198.12,Orthodox,42.0,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0,8.0,3.0,177.8,77.11,,Orthodox,45.0,0.26,0.16,2.7,0.43,1.93,1.0,0.25,1.9,7.619999999999976,6.799999999999997,,0.09195402298850575,0.6199999999999999,1.4,-1.9,1
34.0,23.0,190.5,108.86,195.58,Orthodox,45.0,3.78,0.45,3.2,0.57,0.38,0.36,0.76,0.2,15.0,7.0,187.96,83.91,198.12,Orthodox,39.0,2.98,0.43,3.27,0.5,3.6,0.43,0.65,0.8,2.539999999999992,24.950000000000003,-2.539999999999992,-0.06596701649175418,-3.22,0.7999999999999998,-0.6000000000000001,0
17.0,4.0,180.34,77.11,182.88,Orthodox,34.0,2.78,0.53,2.61,0.65,1.25,0.22,0.88,0.0,4.0,3.0,172.72,70.31,,Orthodox,49.0,0.92,0.8,0.92,0.33,6.87,1.0,0.0,3.4,7.6200000000000045,6.799999999999997,,0.2727272727272727,-5.62,1.8599999999999999,-3.4,0
1.0,5.0,177.8,77.11,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,177.8,110.22,185.42,Orthodox,36.0,2.4,0.31,3.47,0.42,0.0,0.0,0.25,0.0,0.0,-33.11,,-0.6428571428571428,0.0,-2.4,0.0,0
27.0,15.0,175.26,77.11,,Southpaw,45.0,6.21,0.4,3.79,0.59,0.0,0.0,0.0,0.0,6.0,2.0,185.42,113.4,,Orthodox,46.0,2.91,0.54,6.26,0.26,2.57,0.4,0.33,0.0,-10.159999999999997,-36.290000000000006,,-0.03875968992248058,-2.57,3.3,0.0,1
7.0,5.0,187.96,77.11,187.96,Switch,32.0,2.94,0.46,4.25,0.49,1.21,0.3,0.36,1.9,35.0,8.0,190.5,113.4,198.12,Orthodox,46.0,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4,-2.539999999999992,-36.290000000000006,-10.159999999999997,-0.256993006993007,-0.050000000000000044,-0.26000000000000023,0.5,0
5.0,3.0,165.1,61.23,165.1,Southpaw,35.0,5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4,14.0,5.0,185.42,92.99,193.04,Southpaw,34.0,3.84,0.39,4.18,0.5,0.0,0.0,0.58,0.1,-20.319999999999993,-31.759999999999998,-27.939999999999998,-0.14444444444444438,2.25,1.7599999999999998,0.30000000000000004,1
23.0,10.0,177.8,83.91,,Orthodox,51.0,4.75,0.53,4.66,0.57,0.35,0.5,0.37,1.1,8.0,2.0,185.42,119.75,198.12,Southpaw,36.0,3.37,0.59,2.57,0.57,0.96,0.66,0.36,0.0,-7.619999999999976,-35.84,,-0.050802139037433136,-0.61,1.38,1.1,1
9.0,5.0,185.42,83.91,,Orthodox,43.0,1.37,0.41,2.55,0.31,2.94,1.0,0.0,0.0,24.0,10.0,177.8,70.31,182.88,Orthodox,37.0,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,7.619999999999976,13.599999999999994,,-0.08571428571428574,2.33,-1.6799999999999997,-1.1,0
14.0,4.0,190.5,83.91,190.5,Southpaw,35.0,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,9.0,1.0,180.34,65.77,177.8,Switch,27.0,8.3,0.58,9.47,0.59,3.0,0.5,1.0,0.5,10.159999999999997,18.14,12.699999999999989,-0.08133971291866038,-2.56,-5.270000000000001,0.19999999999999996,0
18.0,14.0,185.42,92.99,185.42,Orthodox,39.0,3.66,0.38,7.24,0.36,0.6,0.5,1.0,0.0,3.0,2.0,160.02,52.16,,Orthodox,39.0,3.68,0.49,4.64,0.56,0.0,0.0,0.33,0.0,25.399999999999977,40.83,,0.045454545454545414,0.6,-0.020000000000000018,0.0,1
21.0,13.0,193.04,117.93,193.04,Orthodox,40.0,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9,8.0,5.0,167.64,61.23,172.72,Orthodox,33.0,2.43,0.42,1.97,0.56,3.5,0.29,0.6,1.0,25.400000000000006,56.70000000000001,20.319999999999993,0.02857142857142858,-1.78,0.3599999999999999,-0.09999999999999998,0
18.0,4.0,165.1,61.23,167.64,Orthodox,38.0,6.65,0.46,4.0,0.62,0.38,0.57,0.81,0.0,33.0,18.0,187.96,83.91,190.5,Southpaw,37.0,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,-22.860000000000014,-22.68,-22.860000000000014,0.14799331103678937,0.32,3.3700000000000006,-0.1,1
